Appellation d'origine contrôlée :libellés exacts retenus par les décrets
$Lait
$Type
$Aire de production
$Année d'obtention de l'AOC
 Abondance
$Vache
$Pâte pressée cuite
$Val d'Abondance (Haute-Savoie)
$1990
 Banon
$Chèvre
$Pâte molle croûte naturelle
$Haute-Provence (Alpes-de-Haute-Provence, Hautes-Alpes, Var et Vaucluse)
$2003
 Beaufort
$Vache
$Pâte pressée cuite
$Beaufortain, la Maurienne et la Tarentaise, une partie du Val d'Arly (Savoie et Haute-Savoie)
$1968
 Bleu d'Auvergne
$Vache
$Pâte persillée
$Puy-de-Dôme, Cantal, Haute-Loire, Aveyron, Corrèze, Lot et Lozère
$1975
 Bleu de Gex (nom courant), alias bleu de Gex Haut-Jura ou bleu de Septmoncel
$Vache
$Pâte persillée
$Haut-Jura (Ain et Jura)
$1977
 Bleu des Causses anciennement bleu de l'Aveyron
$Vache
$Pâte persillée
$Sud du Massif central (Aveyron, Lot et Lozère)
$1953
 Bleu du Vercors-Sassenage
$Vache
$Pâte persillée
$Plateau du Vercors (Drôme et Isère)
$1998
 Brie de Meaux
$Vache
$Pâte molle à croûte fleurie
$Aube, Loiret, Marne, Haute-Marne, Meuse, Seine-et-Marne et Yonne
$1980
 Brie de Melun
$Vache
$Pâte molle à croûte fleurie
$Seine-et-Marne, Aube et Yonne
$1980
 Brocciu corse, brocciu
$BrebisChèvre
$Fromage frais et affiné (passu)
$Haute-Corse et Corse-du-Sud
$1998
 Brousse du Rove
$Chèvre
$Fromage frais
$Bouches-du-Rhône
$2018
 Camembert de Normandie, anciennement camembert du Calvados
$Vache
$Pâte molle à croûte fleurie
$Normandie (Calvados, Eure, Manche, Orne et Seine-Maritime)
$1983
 Cantal
$Vache
$Pâte pressée non cuite
$Aveyron, Cantal, Corrèze et Puy-de-Dôme
$1956
 Chabichou du Poitou
$Chèvre
$Pâte molle croûte naturelle
$Vienne, Deux-Sèvres et Charente
$1990
 Chaource
$Vache
$Pâte molle à croûte fleurie
$Aube et Yonne
$1970
 Charolais
$Chèvre
$Pâte molle à croûte naturelle
$Rhône, Saône-et-Loire, Loire et Allier
$2010
 Chevrotin
$Chèvre
$Pâte pressée non cuite
$Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)
$2002
 Comté
$Vache
$Pâte pressée cuite
$Massif jurassien (Jura, Doubs, Ain) ainsi que Saône-et-Loire et Haute-Savoie
$1958
 Crottin de Chavignol
$Chèvre
$Pâte molle croûte naturelle
$Cher, Loiret et Nièvre
$1976
 Époisses
$Vache
$Pâte molle à croûte lavée
$Côte-d'Or, Haute-Marne et Yonne
$1991
 Fourme d'Ambert (ancienne AOC depuis 1972 avec la fourme de Montbrison)
$Vache
$Pâte persillée
$Puy-de-Dôme, Cantal et Loire
$1972
 Fourme de Montbrison (ancienne AOC depuis 1972 avec la fourme d'Ambert)
$Vache
$Pâte persillée
$Loire et Puy-de-Dôme
$1972
 Laguiole (aussi appelé fourme de Laguiole, appellation non enregistrée dans le cahier des charges)
$Vache
$Pâte pressée non cuite
$Massif de l’Aubrac (Aveyron, Cantal et Lozère)
$1961
 Langres
$Vache
$Pâte molle à croûte lavée
$Haute-Marne, Vosges et Côte-d'Or
$1991
 Livarot  aussi appelé colonel
$Vache
$Pâte molle à croûte lavée
$Calvados et Orne
$1975
 Mâconnais
$Chèvre
$Pâte molle à croûte naturelle
$Saône-et-Loire
$2005
 Maroilles ou marolles
$Vache
$Pâte molle à croûte lavée
$Aisne et Nord
$1976
 Mont d'Or ou vacherin du Haut-Doubs
$Vache
$Pâte molle à croûte lavée
$Doubs
$1981
 Morbier
$Vache
$Pâte pressée non cuite
$Massif jurassien (Ain, Doubs, Jura et Saône-et-Loire)
$2000
 Munster ou munster-géromé
$Vache
$Pâte molle à croûte lavée
$Bas-Rhin, Haut-Rhin, Meurthe-et-Moselle, Moselle, Haute-Saône, Territoire de Belfort et Vosges
$1969
 Neufchâtel
$Vache
$Pâte molle à croûte fleurie
$Pays de Bray (Seine-Maritime et Oise)
$1969
 Ossau-iraty
$Brebis
$Pâte pressée non cuite
$Pyrénées-Atlantiques et Hautes-Pyrénées
$1980
 Pélardon
$Chèvre
$Pâte molle croûte naturelle
$Aude, Gard, Hérault, Lozère, Tarn
$2000
 Picodon
$Chèvre
$Pâte molle croûte naturelle
